Project,Site,Coordinates,Year,Parcel,Block,N dose (kg/ha),P2O5 dose (kg/ha),K2O dose (kg/ha),Leaf N (%),Leaf P (%),Leaf K (%),Leaf Ca (%),Leaf Mg (%),Leaf Al (ppm),Leaf B (ppm),Leaf Cu (ppm),Leaf Zn (ppm),Leaf Fe (ppm),Leaf Mn (ppm),Leaf Mo (ppm),Berry yield (kg/ha),Berry dry matter_fraction,Soil NO3 (ppm),Soil NH4 (ppm),Soil P (mg/kg),Soil K (mg/kg),Soil Ca (mg/kg),Soil Mg (mg/kg),pH H2O
CAFN,Normandin,48' 59'N 72' 32'O,2010,114,4,0,20,90,1.78,0.13,0.63,0.49,0.19,56.2,49,.,.,.,.,.,3019,.,.,.,6,37,317,43,4.31
CAFN,Normandin,48' 59'N 72' 32'O,2010,115,4,0,0,60,2.05,0.12,0.57,0.50,0.17,50.1,53,.,.,.,.,.,497,.,.,.,3,70,360,54,4.12
CAFN,Normandin,48' 59'N 72' 32'O,2010,116,4,30,20,90,2.63,0.16,0.75,0.38,0.17,52.3,37,.,.,.,.,.,1009,.,.,.,10,20,73,13,4.30
CAFN,Normandin,48' 59'N 72' 32'O,2010,117,4,0,20,60,2.27,0.15,0.68,0.45,0.18,44.4,39,.,.,.,.,.,1353,.,.,.,5,18,122,19,4.28
CAFN,Normandin,48' 59'N 72' 32'O,2010,118,4,60,0,60,2.46,0.13,0.73,0.35,0.17,48.9,33,.,.,.,.,.,3456,.,.,.,6,37,317,43,4.31
CAFN,Normandin,48' 59'N 72' 32'O,2010,119,4,30,20,0,2.18,0.13,0.58,0.36,0.19,50.7,44,.,.,.,.,.,988,.,.,.,3,70,360,54,4.12
CAFN,Normandin,48' 59'N 72' 32'O,2010,120,4,30,0,0,2.51,0.13,0.64,0.37,0.15,47.0,37,.,.,.,.,.,3413,.,.,.,10,20,73,13,4.30
CAFN,Normandin,48' 59'N 72' 32'O,2010,121,4,90,20,30,2.28,0.14,0.62,0.33,0.16,51.0,37,.,.,.,.,.,3391,.,.,.,5,18,122,19,4.28
CAFN,Normandin,48' 59'N 72' 32'O,2010,122,4,90,0,60,2.42,0.15,0.66,0.39,0.16,45.1,33,.,.,.,.,.,7950,.,.,.,6,37,317,43,4.31
CAFN,Normandin,48' 59'N 72' 32'O,2010,123,4,90,0,90,2.51,0.15,0.75,0.41,0.16,56.0,37,.,.,.,.,.,4766,.,.,.,3,70,360,54,4.12
CAFN,Normandin,48' 59'N 72' 32'O,2010,124,4,90,0,30,2.46,0.14,0.66,0.34,0.17,48.7,45,.,.,.,.,.,1803,.,.,.,10,20,73,13,4.30
CAFN,Normandin,48' 59'N 72' 32'O,2010,125,4,0,20,0,2.03,0.12,0.57,0.43,0.15,43.8,47,.,.,.,.,.,3219,.,.,.,5,18,122,19,4.28
CAFN,Normandin,48' 59'N 72' 32'O,2010,126,4,30,20,30,2.69,0.18,0.76,0.39,0.18,71.3,43,.,.,.,.,.,4000,.,.,.,6,37,317,43,4.31
CAFN,Normandin,48' 59'N 72' 32'O,2010,127,4,60,0,0,2.68,0.13,0.60,0.39,0.18,61.0,37,.,.,.,.,.,1459,.,.,.,3,70,360,54,4.12
CAFN,Normandin,48' 59'N 72' 32'O,2010,128,4,60,0,90,2.80,0.14,0.60,0.33,0.16,54.5,38,.,.,.,.,.,2975,.,.,.,10,20,73,13,4.30
N1,Normandin,48' 59'N 72' 32'O,2009,1,1,60,0,0,2.17,0.14,0.66,0.28,0.13,44,23,6.2,.,37,219,.,6250,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,2,1,90,0,90,2.33,0.13,0.73,0.23,0.12,50,25,5.6,10.6,33,267,.,5319,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,3,1,30,20,0,2.09,0.13,0.67,0.35,0.13,47,28,5.1,9.4,28,235,.,9444,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,4,1,90,20,90,2.40,0.13,0.72,0.39,0.11,47,28,6.5,11.8,42,277,.,8434,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,5,1,90,0,0,2.15,0.11,0.57,0.36,0.10,36,30,5.1,8.4,25,214,.,4669,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,6,1,60,0,60,2.29,0.12,0.70,0.32,0.11,37,23,4.0,8.8,23,228,.,3047,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,7,1,0,20,0,1.74,0.10,0.62,0.27,0.13,38,18,4.8,8.8,22,243,.,6338,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,8,1,90,20,0,2.33,0.15,0.63,0.38,0.13,36,19,2.5,8.1,23,230,.,5631,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,9,1,60,20,0,2.02,0.12,0.63,0.35,0.14,36,23,4.0,7.8,27,205,.,4072,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,10,1,30,0,60,2.08,0.15,0.61,0.39,0.15,37,24,3.9,8.0,25,238,.,6672,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,11,1,60,20,90,2.08,0.16,0.79,0.40,0.15,50,26,4.3,10.2,29,250,.,6625,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,12,1,90,20,30,2.25,0.15,0.68,0.39,0.14,40,28,4.1,8.4,30,225,.,9691,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,13,1,90,0,30,2.23,0.13,0.71,0.36,0.15,43,27,3.9,7.5,26,232,.,7409,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,14,1,30,20,60,2.03,0.13,0.66,0.40,0.15,43,23,4.3,7.7,24,237,.,4891,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,15,1,30,0,30,1.80,0.13,0.68,0.42,0.18,43,27,6.1,11.9,26,226,.,9413,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,16,1,60,20,30,2.07,0.15,0.65,0.40,0.17,42,24,3.6,9.2,23,233,.,7153,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,17,1,0,20,90,1.65,0.10,0.72,0.38,0.17,45,20,6.7,7.2,23,236,.,9894,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,18,1,0,0,60,1.56,0.11,0.64,0.36,0.16,40,26,5.6,7.9,22,240,.,8272,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,19,1,30,20,30,1.78,0.13,0.76,0.39,0.17,54,26,5.0,7.9,24,262,.,13709,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,20,1,60,0,30,2.09,0.15,0.68,0.35,0.15,42,30,3.7,9.3,26,240,.,7550,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,21,1,90,20,60,2.36,0.16,0.63,0.43,0.18,43,32,3.3,13.5,27,251,.,4359,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,22,1,0,20,30,1.74,0.12,0.59,0.36,0.16,49,33,6.1,7.0,22,220,.,3984,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,23,1,90,0,60,2.24,0.14,0.69,0.32,0.16,39,34,6.0,9.8,27,233,.,7063,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,24,1,0,0,90,1.66,0.12,0.64,0.33,0.19,39,28,9.3,13.4,25,248,.,6572,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,25,1,60,0,90,1.87,0.11,0.66,0.33,0.16,44,35,5.4,10.1,26,241,.,9156,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,26,1,60,20,60,2.00,0.19,0.66,0.41,0.17,53,31,4.1,10.2,26,264,.,14853,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,27,1,0,20,60,1.79,0.12,0.61,0.40,0.19,56,29,6.1,10.0,25,241,.,7931,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,28,1,30,0,0,2.08,0.15,0.65,0.40,0.21,59,27,6.3,12.3,26,230,.,8109,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,29,1,0,0,0,1.67,0.11,0.57,0.35,0.18,54,25,6.7,9.8,25,216,.,6119,.,.,.,12,104,388,79,.
N1,Normandin,48' 59'N 72' 32'O,2009,30,1,0,0,30,1.69,0.13,0.61,0.35,0.14,44,21,6.9,8.6,25,201,.,6856,.,.,.,10,95,350,74,3.95
N1,Normandin,48' 59'N 72' 32'O,2009,31,1,30,20,90,1.80,0.14,0.63,0.39,0.16,43,25,5.4,8.9,24,240,.,7522,.,.,.,18,99,318,53,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,32,1,30,0,90,1.67,0.11,0.58,0.28,0.13,38,20,4.2,6.5,18,223,.,4575,.,.,.,6,108,354,68,3.67
N1,Normandin,48' 59'N 72' 32'O,2009,33,2,60,20,60,1.77,0.14,0.66,0.31,0.16,34,20,3.9,9.0,24,229,.,4338,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,34,2,90,20,30,1.96,0.16,0.67,0.26,0.16,36,22,4.4,11.8,24,230,.,800,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,35,2,30,0,90,1.92,0.16,0.65,0.30,0.14,38,20,4.1,8.6,21,201,.,5366,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,36,2,30,0,60,1.78,0.12,0.65,0.31,0.14,32,20,4.7,8.3,19,197,.,7897,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,37,2,0,20,0,1.59,0.10,0.53,0.35,0.14,40,26,6.1,9.9,23,204,.,5969,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,38,2,30,20,60,1.87,0.14,0.67,0.31,0.16,53,30,4.9,10.4,25,223,.,6797,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,39,2,60,20,0,1.97,0.15,0.62,0.37,0.15,59,21,3.9,10.9,27,221,.,6669,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,40,2,90,0,30,2.16,0.13,0.64,0.31,0.13,40,19,3.1,8.7,25,198,.,6334,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,41,2,0,20,30,1.75,0.13,0.61,0.34,0.16,47,25,4.8,10.3,21,220,.,6750,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,42,2,60,0,30,1.87,0.12,0.60,0.28,0.14,40,23,4.1,8.2,21,212,.,6244,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,43,2,30,0,0,1.87,0.12,0.62,0.35,0.15,42,22,4.3,10.0,22,191,.,7538,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,44,2,0,0,30,1.66,0.14,0.60,0.31,0.16,57,28,5.6,11.6,25,213,.,9566,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,45,2,90,0,90,2.20,0.14,0.64,0.27,0.11,36,28,3.2,8.1,20,190,.,7616,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,46,2,30,0,30,1.76,0.12,0.61,0.29,0.13,51,23,4.6,8.0,26,212,.,7216,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,47,2,0,20,60,1.69,0.13,0.59,0.35,0.16,45,23,5.7,9.0,21,207,.,7741,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,48,2,60,0,60,2.01,0.15,0.70,0.36,0.15,44,24,4.2,9.9,26,209,.,8188,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,49,2,60,20,30,2.07,0.15,0.66,0.33,0.14,33,25,4.8,11.8,25,214,.,8931,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,50,2,0,0,60,1.89,0.14,0.64,0.31,0.16,40,17,6.0,10.4,21,225,.,8450,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,51,2,30,20,90,1.87,0.13,0.67,0.31,0.15,34,20,4.5,8.4,18,219,.,6106,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,52,2,0,0,0,1.88,0.13,0.55,0.28,0.13,30,23,5.4,11.7,18,205,.,8938,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,53,2,60,0,90,1.93,0.13,0.62,0.36,0.15,51,27,5.1,9.8,25,237,.,5947,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,54,2,90,0,60,2.15,0.15,0.70,0.34,0.18,55,31,5.9,11.9,26,230,.,3534,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,55,2,30,20,30,1.68,0.14,0.62,0.41,0.19,42,27,5.1,9.1,22,219,.,7888,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,56,2,30,20,0,1.70,0.12,0.63,0.38,0.18,46,24,5.7,11.7,24,221,.,8341,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,57,2,90,0,0,1.93,0.14,0.62,0.31,0.17,44,35,5.5,11.4,24,214,.,4956,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,58,2,90,20,60,1.82,0.12,0.57,0.31,0.15,42,32,4.6,8.8,22,219,.,3825,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,59,2,90,20,90,2.02,0.14,0.59,0.29,0.17,52,32,4.9,10.9,23,215,.,2525,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,60,2,90,20,0,2.09,0.15,0.58,0.30,0.14,43,26,3.9,9.4,25,227,.,1913,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,61,2,60,20,90,1.91,0.14,0.58,0.29,0.12,35,22,3.2,7.5,20,204,.,3691,.,.,.,36,58,85,19,4.00
N1,Normandin,48' 59'N 72' 32'O,2009,62,2,60,0,0,1.72,0.13,0.58,0.32,0.14,40,20,3.6,8.0,21,204,.,3088,.,.,.,57,51,79,17,4.13
N1,Normandin,48' 59'N 72' 32'O,2009,63,2,0,0,90,1.70,0.12,0.56,0.32,0.15,54,26,6.9,6.0,23,205,.,8381,.,.,.,20,58,159,24,4.08
N1,Normandin,48' 59'N 72' 32'O,2009,64,2,0,20,90,1.67,0.13,0.61,0.34,0.13,35,27,3.1,6.9,15,205,.,6025,.,.,.,9,101,339,45,3.85
N1,Normandin,48' 59'N 72' 32'O,2009,65,3,60,0,0,1.86,0.12,0.60,0.26,0.16,30,25,5.5,9.2,24,220,.,3372,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,66,3,0,0,60,1.82,0.13,0.64,0.26,0.13,33,25,8.5,14.5,23,212,.,4134,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,67,3,30,0,30,1.84,0.14,0.65,0.34,0.16,47,37,8.1,14.6,24,230,.,5531,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,68,3,60,0,60,2.05,0.14,0.61,0.37,0.17,49,37,6.7,11.8,30,232,.,4263,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,69,3,0,0,0,1.81,0.12,0.53,0.38,0.17,44,33,8.9,14.1,25,201,.,4531,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,70,3,90,20,0,2.13,0.14,0.61,0.31,0.14,44,37,6.5,11.7,24,214,.,4009,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,71,3,30,0,0,1.96,0.14,0.55,0.32,0.13,47,24,5.5,11.9,19,209,.,6009,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,72,3,0,20,90,1.85,0.13,0.57,0.33,0.14,42,20,6.8,9.7,21,211,.,5591,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,73,3,0,0,30,1.50,0.11,0.48,0.32,0.15,31,23,5.7,10.9,19,207,.,6238,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,74,3,90,20,30,1.84,0.12,0.51,0.29,0.12,29,27,4.3,9.8,24,201,.,9400,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,75,3,60,0,90,1.90,0.12,0.59,0.32,0.13,38,32,5.3,10.5,23,193,.,10791,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,76,3,30,0,60,1.97,0.13,0.66,0.32,0.14,35,35,6.2,8.6,20,215,.,10400,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,77,3,60,20,30,2.00,0.15,0.59,0.37,0.20,43,25,4.6,7.8,20,214,.,11972,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,78,3,0,20,0,1.76,0.12,0.66,0.35,0.20,41,23,6.9,7.3,21,208,.,8494,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,79,3,60,20,60,1.96,0.15,0.69,0.35,0.19,42,23,4.2,6.7,24,208,.,9228,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,80,3,30,20,60,1.86,0.13,0.72,0.36,0.18,40,27,6.8,8.5,21,208,.,5491,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,81,3,90,0,60,2.21,0.14,0.65,0.33,0.17,32,29,4.7,9.6,24,217,.,4366,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,82,3,90,0,90,2.04,0.15,0.60,0.29,0.18,34,26,6.0,11.0,26,216,.,4528,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,83,3,0,0,90,1.76,0.14,0.63,0.27,0.18,43,26,6.6,9.1,28,211,.,8822,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,84,3,30,20,90,2.00,0.15,0.68,0.33,0.17,35,29,5.0,10.4,25,206,.,2947,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,85,3,30,20,0,1.93,0.14,0.69,0.34,0.22,53,31,6.7,12.4,32,221,.,4406,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,86,3,60,20,0,1.99,0.15,0.63,0.38,0.21,48,33,6.0,11.8,30,219,.,5509,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,87,3,0,20,60,1.74,0.13,0.53,0.39,0.23,46,31,8.9,12.5,31,228,.,6416,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,88,3,60,0,30,1.96,0.16,0.78,0.30,0.21,42,28,6.3,11.9,27,223,.,8475,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,89,3,0,20,30,1.65,0.13,0.58,0.29,0.20,47,39,7.5,9.2,27,215,.,7650,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,90,3,60,20,90,2.03,0.16,0.59,0.30,0.17,43,30,6.3,11.1,28,223,.,2725,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,91,3,90,0,30,2.19,0.17,0.59,0.28,0.19,41,30,5.7,9.3,27,244,.,1556,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,92,3,30,0,90,1.94,0.16,0.66,0.32,0.17,52,24,5.2,9.4,29,210,.,2181,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,93,3,90,20,90,1.98,0.14,0.50,0.28,0.14,34,26,3.2,9.8,26,203,.,2194,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,94,3,30,20,30,1.56,0.13,0.71,0.36,0.17,38,25,4.9,8.3,22,201,.,2200,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,95,3,90,20,60,2.06,0.15,0.56,0.32,0.17,35,29,3.7,8.4,25,215,.,3006,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,96,3,90,0,0,2.02,0.14,0.55,0.28,0.17,36,30,4.3,7.7,21,212,.,5513,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,97,4,0,0,0,1.63,0.12,0.54,0.27,0.20,37,20,6.9,10.0,25,196,.,4884,.,.,.,11,70,352,52,3.72
N1,Normandin,48' 59'N 72' 32'O,2009,98,4,90,0,0,2.06,0.16,0.53,0.22,0.15,40,22,4.4,8.3,26,211,.,5216,.,.,.,29,80,243,38,4.04
N1,Normandin,48' 59'N 72' 32'O,2009,99,4,30,0,90,1.92,0.13,0.66,0.33,0.17,47,21,6.2,10.3,32,205,.,9869,.,.,.,26,87,328,52,3.86
N1,Normandin,48' 59'N 72' 32'O,2009,100,4,90,20,60,1.94,0.14,0.57,0.34,0.17,48,27,5.3,10.3,29,207,.,10072,.,.,.,19,56,231,37,4.05
N1,Normandin,48' 59'N 72' 32'O,2009,101,4,90,20,0,1.90,0.15,0.79,0.37,0.17,43,28,5.4,9.9,26,219,.,4369,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,102,4,60,0,30,1.80,0.13,0.69,0.28,0.14,42,27,4.8,10.1,23,199,.,4991,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,103,4,30,0,60,1.74,0.13,0.79,0.32,0.18,45,27,4.6,9.4,24,211,.,3578,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,104,4,0,0,30,1.75,0.14,0.77,0.39,0.23,48,23,7.7,13.5,24,218,.,5309,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,105,4,60,20,60,2.19,0.19,0.74,0.35,0.20,45,35,4.0,10.1,22,239,.,5538,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,106,4,30,0,30,1.75,0.15,0.66,0.32,0.19,32,19,6.4,11.0,21,189,.,7078,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,107,4,0,0,90,1.72,0.12,0.67,0.34,0.18,28,21,7.3,10.0,18,199,.,6972,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,108,4,90,20,90,2.01,0.14,0.64,0.31,0.17,44,18,5.6,11.7,21,194,.,8763,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,109,4,60,20,0,2.02,0.14,0.67,0.32,0.16,41,19,6.4,13.8,18,180,.,13563,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,110,4,0,20,30,1.75,0.13,0.63,0.37,0.22,33,21,6.5,10.2,19,208,.,12050,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,111,4,60,20,30,1.82,0.14,0.62,0.34,0.19,38,18,6.4,9.8,22,200,.,14556,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,112,4,30,20,60,1.77,0.13,0.54,0.33,0.17,37,21,6.9,9.1,20,195,.,6322,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,113,4,60,20,90,1.91,0.14,0.68,0.40,0.20,40,25,7.2,10.5,25,215,.,7734,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,114,4,0,20,90,1.65,0.15,0.60,0.32,0.21,34,22,8.0,10.6,20,207,.,7006,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,115,4,0,0,60,1.58,0.13,0.56,0.31,0.20,35,25,7.0,7.9,20,201,.,10616,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,116,4,30,20,90,1.78,0.14,0.61,0.28,0.19,43,29,7.9,13.1,27,195,.,12191,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,117,4,0,20,60,1.81,0.15,0.60,0.32,0.18,50,26,7.7,10.8,21,203,.,7966,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,118,4,60,0,60,1.89,0.15,0.65,0.30,0.19,38,20,6.3,10.1,24,194,.,6191,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,119,4,30,20,0,1.74,0.15,0.58,0.31,0.20,46,23,6.3,10.8,22,204,.,6184,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,120,4,30,0,0,1.68,0.13,0.57,0.31,0.19,45,25,6.6,9.3,23,189,.,6397,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,121,4,90,20,30,1.72,0.14,0.59,0.28,0.19,46,27,7.2,10.3,25,203,.,2406,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,122,4,90,0,60,1.81,0.13,0.62,0.28,0.17,45,24,4.3,8.5,21,193,.,1838,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,123,4,90,0,90,1.92,0.13,0.62,0.27,0.17,47,20,5.2,9.3,24,198,.,2141,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,124,4,90,0,30,1.82,0.13,0.56,0.27,0.16,45,20,4.7,8.7,23,194,.,1216,.,.,.,9,62,190,32,4.14
N1,Normandin,48' 59'N 72' 32'O,2009,125,4,0,20,0,1.65,0.13,0.51,0.29,0.18,52,19,7.4,14.4,22,192,.,1688,.,.,.,36,44,64,15,4.28
N1,Normandin,48' 59'N 72' 32'O,2009,126,4,30,20,30,1.62,0.13,0.70,0.31,0.18,61,32,7.3,15.2,22,196,.,1766,.,.,.,31,76,303,47,3.89
N1,Normandin,48' 59'N 72' 32'O,2009,127,4,60,0,0,1.96,0.14,0.51,0.29,0.16,49,23,4.0,8.1,24,222,.,5763,.,.,.,6,95,343,58,3.98
N1,Normandin,48' 59'N 72' 32'O,2009,128,4,60,0,90,1.83,0.15,0.53,0.29,0.15,46,21,3.8,7.1,20,229,.,6391,.,.,.,9,62,190,32,4.14
SM1,St-Méthode,48' 43'N 72' 24'O,2011,1,1,60,0,0,1.75,0.12,0.47,0.51,0.19,.,.,.,.,.,.,.,2509,.,.,.,17,25,122,18,4.39
SM1,St-Méthode,48' 43'N 72' 24'O,2011,2,1,90,0,90,1.89,0.13,0.64,0.50,0.18,.,.,.,.,.,.,.,4750,.,.,.,12,35,160,21,4.37
SM1,St-Méthode,48' 43'N 72' 24'O,2011,3,1,30,20,0,1.62,0.13,0.50,0.48,0.19,.,.,.,.,.,.,.,2222,.,.,.,19,31,142,22,4.41
